"","...1","id","especie","ultima_modificacion","altura","circ_tronco_cm","diametro_tronco","long","lat","seccion","nombre_seccion","area_seccion","inclinacion_peligrosa"
"162",162,322,"Morera","07/03/2012 10:40","Medio (4 - 8 mts)",150,"Grande",-68.8201777076,-32.8674740195,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"163",163,324,"Morera","07/03/2012 10:36","Medio (4 - 8 mts)",140,"Grande",-68.8202026342,-32.867659569,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"164",164,325,"Morera","07/03/2012 10:35","Medio (4 - 8 mts)",140,"Grande",-68.8202073796,-32.8677022954,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"165",165,326,"Paraiso sombrilla","07/03/2012 10:33","Medio (4 - 8 mts)",64,"Grande",-68.8202140935,-32.8677569901,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"166",166,327,"Fresno europeo","07/03/2012 10:32","Muy bajo (1 - 2 mts)",5,"Chico",-68.8203178588,-32.8678154382,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"167",167,329,"Perenne","07/03/2012 10:29","Muy bajo (1 - 2 mts)",6,"Chico",-68.8204708199,-32.8678122025,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"168",168,330,"Paraiso sombrilla","07/03/2012 10:21","Medio (4 - 8 mts)",180,"Grande",-68.8205439381,-32.8678099955,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"169",169,331,"Fresno americano","07/03/2012 10:18","Bajo (2 - 4 mts)",20,"Chico",-68.8205821625,-32.8678083236,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"170",170,332,"Caducifolio","07/03/2012 10:16","Muy bajo (1 - 2 mts)",4,"Chico",-68.8206314205,-32.8678089443,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"171",171,333,"Caducifolio","07/03/2012 10:15","Muy bajo (1 - 2 mts)",4,"Chico",-68.8206689621,-32.8678072704,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"172",172,334,"Jacarand","07/03/2012 10:08","Bajo (2 - 4 mts)",28,"Mediano",-68.8207051393,-32.8678055955,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"173",173,337,"Morera","07/03/2012 09:56","Medio (4 - 8 mts)",80,"Grande",-68.8209340192,-32.8677989785,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"174",174,338,"Morera","07/03/2012 09:54","Medio (4 - 8 mts)",110,"Grande",-68.8210036415,-32.8677961999,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"175",175,339,"Morera","07/03/2012 09:53","Bajo (2 - 4 mts)",36,"Mediano",-68.8211035386,-32.8677955611,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"176",176,341,"Morera","07/03/2012 09:50","Medio (4 - 8 mts)",110,"Grande",-68.8212466236,-32.8677897522,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"177",177,342,"Morera","07/03/2012 09:48","Medio (4 - 8 mts)",120,"Grande",-68.8213364357,-32.8677165205,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"178",178,347,"Morera","07/03/2012 09:35","Medio (4 - 8 mts)",46,"Mediano",-68.8212954675,-32.8673676947,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"179",179,348,"Paraiso sombrilla","07/03/2012 09:34","Bajo (2 - 4 mts)",75,"Grande",-68.8212900713,-32.8673360267,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"180",180,349,"Morera","07/03/2012 09:32","Medio (4 - 8 mts)",150,"Grande",-68.8212860356,-32.8673019621,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"181",181,352,"Morera","07/03/2012 09:26","Medio (4 - 8 mts)",140,"Grande",-68.8211573568,-32.8671462341,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"182",182,353,"Morera","07/03/2012 09:25","Medio (4 - 8 mts)",120,"Grande",-68.8210835284,-32.8671501528,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"183",183,354,"Morera","07/03/2012 09:23","Medio (4 - 8 mts)",140,"Grande",-68.8210302849,-32.8671535311,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"184",184,355,"Morera","07/03/2012 09:22","Medio (4 - 8 mts)",150,"Grande",-68.8209140217,-32.867157985,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"185",185,357,"Fresno europeo","06/03/2012 13:11","Bajo (2 - 4 mts)",50,"Mediano",-68.820646311,-32.8671691395,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"186",186,358,"Morera","06/03/2012 13:09","Medio (4 - 8 mts)",130,"Grande",-68.8205588286,-32.8671747804,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"187",187,360,"Morera","06/03/2012 13:05","Medio (4 - 8 mts)",140,"Grande",-68.8204522028,-32.8671792612,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"188",188,361,"Morera","06/03/2012 13:03","Medio (4 - 8 mts)",160,"Grande",-68.8204023729,-32.8671826432,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"189",189,362,"Morera","06/03/2012 13:01","Medio (4 - 8 mts)",100,"Grande",-68.8203592752,-32.8671866254,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"190",190,364,"Morera","06/03/2012 12:58","Medio (4 - 8 mts)",130,"Grande",-68.8202869224,-32.8671893997,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"191",191,369,"Morera","05/03/2012 12:37","Alto (> 8 mts)",135,"Grande",-68.8189021304,-32.867382175,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"192",192,372,"Morera","05/03/2012 12:31","Medio (4 - 8 mts)",125,"Grande",-68.8189082254,-32.8675175597,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1
"193",193,382,"Fresno europeo","05/03/2012 11:57","Bajo (2 - 4 mts)",35,"Mediano",-68.8193975928,-32.8678455064,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"194",194,383,"Fresno europeo","05/03/2012 11:55","Bajo (2 - 4 mts)",30,"Mediano",-68.8194570707,-32.8678466509,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"195",195,386,"Fresno americano","05/03/2012 11:52","Bajo (2 - 4 mts)",15,"Chico",-68.8196667326,-32.8678372655,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"196",196,389,"Paraiso","05/03/2012 11:43","Alto (> 8 mts)",145,"Grande",-68.819932011,-32.8678290193,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"197",197,392,"Morera","05/03/2012 11:32","Alto (> 8 mts)",168,"Grande",-68.8200578238,-32.8677087511,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"198",198,396,"Morera","05/03/2012 11:24","Alto (> 8 mts)",185,"Grande",-68.8200295583,-32.8675016291,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"199",199,397,"Morera","05/03/2012 11:23","Alto (> 8 mts)",185,"Grande",-68.8200138353,-32.8673945456,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"200",200,398,"Morera","05/03/2012 11:20","Alto (> 8 mts)",170,"Grande",-68.8200043899,-32.8673137619,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"201",201,400,"Ligustro","05/03/2012 11:17","Alto (> 8 mts)",130,"Grande",-68.8199019368,-32.8671916251,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"202",202,401,"Prunas","05/03/2012 11:15","Medio (4 - 8 mts)",40,"Mediano",-68.8198025633,-32.8671963169,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1
"203",203,402,"Ligustro","05/03/2012 11:13","Medio (4 - 8 mts)",125,"Grande",-68.8197675265,-32.8671984152,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"204",204,405,"Morera","05/03/2012 11:09","Alto (> 8 mts)",175,"Grande",-68.8196123207,-32.8672095149,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"205",205,406,"Fresno europeo","05/03/2012 11:07","Medio (4 - 8 mts)",50,"Mediano",-68.8195437137,-32.8672118533,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"206",206,407,"Paraiso","05/03/2012 11:06","Alto (> 8 mts)",220,"Grande",-68.8194867909,-32.8672160244,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"207",207,408,"Tilo","05/03/2012 11:05","Bajo (2 - 4 mts)",16,"Chico",-68.8193388506,-32.867224945,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"208",208,410,"Fresno europeo","05/03/2012 11:03","Alto (> 8 mts)",250,"Grande",-68.8192111441,-32.8672320462,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"209",209,412,"Acer","06/03/2012 12:30","Bajo (2 - 4 mts)",24,"Mediano",-68.8181695523,-32.8673379826,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"210",210,413,"Fresno americano","06/03/2012 12:38","Medio (4 - 8 mts)",120,"Grande",-68.8185999883,-32.8672860017,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"211",211,414,"Morera","06/03/2012 12:36","Medio (4 - 8 mts)",180,"Grande",-68.8184846549,-32.867300752,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"212",212,415,"Morera","06/03/2012 12:34","Medio (4 - 8 mts)",70,"Grande",-68.8183360151,-32.8673146478,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"213",213,418,"Acer","06/03/2012 12:27","Medio (4 - 8 mts)",130,"Grande",-68.8180617823,-32.8673495768,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"214",214,419,"Paraiso sombrilla","06/03/2012 12:25","Medio (4 - 8 mts)",120,"Grande",-68.8179482172,-32.8673610858,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"215",215,422,"Morera","06/03/2012 12:19","Medio (4 - 8 mts)",150,"Grande",-68.8176405358,-32.8674092606,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"216",216,423,"Prunas","06/03/2012 12:17","Bajo (2 - 4 mts)",36,"Mediano",-68.8175928977,-32.8674337091,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"217",217,424,"Tipa","06/03/2012 12:15","Muy bajo (1 - 2 mts)",8,"Chico",-68.8175296767,-32.8674626028,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"218",218,425,"Tilo","06/03/2012 12:13","Medio (4 - 8 mts)",90,"Grande",-68.8174822062,-32.8675111033,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"219",219,426,"Paraiso sombrilla","06/03/2012 12:06","Medio (4 - 8 mts)",200,"Grande",-68.8174505264,-32.8675596269,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"220",220,427,"Morera","06/03/2012 11:56","Medio (4 - 8 mts)",70,"Grande",-68.8174318256,-32.8676199202,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"221",221,428,"Morera","06/03/2012 11:55","Medio (4 - 8 mts)",170,"Grande",-68.8174186491,-32.8677045069,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"222",222,429,"Olmo bola","06/03/2012 11:53","Medio (4 - 8 mts)",100,"Grande",-68.8174250413,-32.8677714418,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"223",223,430,"Acer","06/03/2012 11:47","Bajo (2 - 4 mts)",36,"Mediano",-68.8174323986,-32.8678074888,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"224",224,431,"Morera","06/03/2012 11:32","Bajo (2 - 4 mts)",24,"Mediano",-68.8174425301,-32.867849023,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"225",225,432,"Morera","06/03/2012 11:30","Medio (4 - 8 mts)",160,"Grande",-68.8174544614,-32.8679195447,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"226",226,434,"Morera","06/03/2012 11:26","Medio (4 - 8 mts)",150,"Grande",-68.8174709993,-32.8680080918,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"227",227,435,"Acer","06/03/2012 11:22","Muy bajo (1 - 2 mts)",12,"Chico",-68.8175554938,-32.8680475506,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"228",228,437,"Paraiso sombrilla","06/03/2012 11:19","Bajo (2 - 4 mts)",80,"Grande",-68.8176214761,-32.8680311954,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"229",229,438,"Morera","06/03/2012 11:17","Muy bajo (1 - 2 mts)",8,"Chico",-68.8176995362,-32.8680132915,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"230",230,439,"Morera","06/03/2012 11:07","Medio (4 - 8 mts)",120,"Grande",-68.8178122349,-32.8679937996,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"231",231,440,"Morera","06/03/2012 11:06","Medio (4 - 8 mts)",130,"Grande",-68.8179191002,-32.8679704535,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"232",232,445,"Morera","06/03/2012 10:56","Medio (4 - 8 mts)",90,"Grande",-68.818324401,-32.8679067303,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"233",233,446,"Morera","06/03/2012 10:53","Medio (4 - 8 mts)",90,"Grande",-68.8183689953,-32.8679020945,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"234",234,447,"Morera","05/03/2012 18:32","Medio (4 - 8 mts)",100,"Grande",-68.8184258278,-32.8679005639,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"235",235,451,"Morera","05/03/2012 18:21","Medio (4 - 8 mts)",140,"Grande",-68.8187626756,-32.8676594587,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"236",236,453,"Paraiso sombrilla","05/03/2012 18:17","Medio (4 - 8 mts)",100,"Grande",-68.8187564646,-32.8675160902,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"237",237,454,"Morera","05/03/2012 18:14","Medio (4 - 8 mts)",140,"Grande",-68.8187501176,-32.8674400925,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"238",238,457,"Morera","07/03/2012 11:20","Alto (> 8 mts)",140,"Grande",-68.8215354939,-32.8680489861,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"239",239,458,"Morera","07/03/2012 11:18","Medio (4 - 8 mts)",170,"Grande",-68.82154466,-32.8681163268,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"240",240,463,"Morera","07/03/2012 11:11","Medio (4 - 8 mts)",90,"Grande",-68.821585189,-32.8684236415,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"241",241,465,"Morera","07/03/2012 11:08","Alto (> 8 mts)",185,"Grande",-68.8216020223,-32.8685321754,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"242",242,466,"Morera","07/03/2012 11:07","Alto (> 8 mts)",148,"Grande",-68.8217680874,-32.8686025603,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"243",243,468,"Morera","07/03/2012 11:04","Alto (> 8 mts)",180,"Grande",-68.8219223286,-32.8685988576,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"244",244,469,"Morera","07/03/2012 11:03","Alto (> 8 mts)",180,"Grande",-68.822016337,-32.8685923991,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"245",245,470,"Paraiso","07/03/2012 11:01","Medio (4 - 8 mts)",78,"Grande",-68.8220837635,-32.8685931487,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"246",246,471,"Fresno europeo","07/03/2012 10:59","Muy bajo (1 - 2 mts)",4,"Chico",-68.8221628278,-32.8685880313,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"247",247,473,"Morera","07/03/2012 10:55","Alto (> 8 mts)",140,"Grande",-68.8223209495,-32.8685817196,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1
"248",248,474,"Morera","07/03/2012 10:52","Alto (> 8 mts)",160,"Grande",-68.8224149243,-32.86857923,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1
"249",249,477,"Fresno europeo","07/03/2012 10:49","Muy bajo (1 - 2 mts)",3,"Chico",-68.822729257,-32.8684474956,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"250",250,479,"Paraiso","07/03/2012 10:46","Medio (4 - 8 mts)",110,"Grande",-68.8227185167,-32.8683589349,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"251",251,480,"Fresno europeo","07/03/2012 10:44","Bajo (2 - 4 mts)",45,"Mediano",-68.8227131523,-32.8683163096,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"252",252,481,"Paraiso sombrilla","07/03/2012 10:43","Medio (4 - 8 mts)",65,"Grande",-68.8227070483,-32.8682679286,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"253",253,482,"Fresno europeo","07/03/2012 10:41","Muy bajo (1 - 2 mts)",16,"Chico",-68.8227024673,-32.8682332782,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"254",254,486,"Morera","07/03/2012 10:04","Medio (4 - 8 mts)",50,"Mediano",-68.8226764795,-32.8680284566,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"255",255,487,"Fresno europeo","07/03/2012 10:03","Medio (4 - 8 mts)",145,"Grande",-68.8226703547,-32.8679905353,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"256",256,489,"Jacarand","07/03/2012 09:57","Bajo (2 - 4 mts)",25,"Mediano",-68.8225743513,-32.8678777758,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1
"257",257,490,"Morera","07/03/2012 09:53","Alto (> 8 mts)",180,"Grande",-68.8224689402,-32.8678808949,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"258",258,491,"Morera","07/03/2012 09:49","Alto (> 8 mts)",138,"Grande",-68.8223736288,-32.867882067,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"259",259,492,"Morera","07/03/2012 09:48","Medio (4 - 8 mts)",150,"Grande",-68.8223340986,-32.8678833183,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"260",260,494,"Morera","07/03/2012 09:45","Alto (> 8 mts)",138,"Grande",-68.8222054302,-32.8678896719,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"261",261,496,"Morera","07/03/2012 09:42","Alto (> 8 mts)",150,"Grande",-68.8220500205,-32.867892716,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"262",262,497,"Morera","07/03/2012 09:41","Alto (> 8 mts)",150,"Grande",-68.8219918879,-32.8678952473,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"263",263,498,"Morera","07/03/2012 09:38","Alto (> 8 mts)",180,"Grande",-68.8219345286,-32.8678984343,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"264",264,501,"Morera","07/03/2012 09:21","Alto (> 8 mts)",120,"Grande",-68.8216700602,-32.8679039412,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1
"265",265,502,"Morera","07/03/2012 09:13","Alto (> 8 mts)",180,"Grande",-68.8215956478,-32.8679084112,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"266",266,503,"Morera","08/03/2012 19:25","Medio (4 - 8 mts)",140,"Grande",-68.820266495,-32.8680160149,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"267",267,507,"Morera","08/03/2012 19:18","Medio (4 - 8 mts)",130,"Grande",-68.8202922576,-32.8682116077,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"268",268,511,"Morera","08/03/2012 18:46","Alto (> 8 mts)",120,"Grande",-68.8203110424,-32.8683688784,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"269",269,512,"Morera","08/03/2012 18:44","Bajo (2 - 4 mts)",32,"Mediano",-68.8203206305,-32.8684585828,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"270",270,514,"Morera","08/03/2012 18:41","Alto (> 8 mts)",160,"Grande",-68.8203358788,-32.868587767,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"271",271,515,"Morera","08/03/2012 18:38","Medio (4 - 8 mts)",90,"Grande",-68.820395667,-32.8686377364,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,1
"272",272,516,"Morera","08/03/2012 18:37","Alto (> 8 mts)",170,"Grande",-68.820509398,-32.8686357193,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"273",273,518,"Morera","08/03/2012 18:33","Alto (> 8 mts)",160,"Grande",-68.8206328223,-32.8686337161,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"274",274,519,"Morera","08/03/2012 18:31","Medio (4 - 8 mts)",150,"Grande",-68.8206913489,-32.8686310588,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"275",275,520,"Morera","08/03/2012 18:29","Medio (4 - 8 mts)",100,"Grande",-68.820751821,-32.8686305963,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"276",276,523,"Morera","08/03/2012 18:18","Alto (> 8 mts)",160,"Grande",-68.8209459067,-32.8686236923,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"277",277,524,"Morera","08/03/2012 18:16","Alto (> 8 mts)",130,"Grande",-68.8210011764,-32.8686237714,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"278",278,525,"Morera","08/03/2012 18:15","Muy bajo (1 - 2 mts)",3,"Chico",-68.8210766105,-32.868620589,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"279",279,527,"Morera","08/03/2012 18:12","Alto (> 8 mts)",200,"Grande",-68.8212348059,-32.8686191317,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"280",280,529,"Morera","08/03/2012 18:09","Alto (> 8 mts)",140,"Grande",-68.8213876239,-32.8686127694,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"281",281,530,"Paraiso sombrilla","08/03/2012 18:08","Muy bajo (1 - 2 mts)",8,"Chico",-68.8214554508,-32.868555019,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"282",282,531,"Morera","08/03/2012 17:59","Bajo (2 - 4 mts)",20,"Chico",-68.8214477588,-32.8684996196,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"283",283,532,"Morera","08/03/2012 17:57","Medio (4 - 8 mts)",140,"Grande",-68.8214362131,-32.8684206319,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"284",284,533,"Morera","08/03/2012 17:55","Medio (4 - 8 mts)",120,"Grande",-68.8214265293,-32.868357311,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"285",285,535,"Fresno europeo","08/03/2012 17:52","Muy bajo (1 - 2 mts)",3,"Chico",-68.8214130986,-32.8682454168,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"286",286,536,"Morera","08/03/2012 17:50","Medio (4 - 8 mts)",140,"Grande",-68.8214092801,-32.8682042815,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"287",287,537,"Morera","08/03/2012 17:49","Medio (4 - 8 mts)",160,"Grande",-68.8214028562,-32.8681436622,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"288",288,540,"Morera","08/03/2012 17:41","Medio (4 - 8 mts)",122,"Grande",-68.8213797617,-32.8679867849,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"289",289,541,"Morera","08/03/2012 17:39","Medio (4 - 8 mts)",140,"Grande",-68.821350583,-32.8679191216,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"290",290,543,"Morera","08/03/2012 17:36","Medio (4 - 8 mts)",84,"Grande",-68.8211841189,-32.8679221741,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"291",291,544,"Morera","08/03/2012 17:35","Medio (4 - 8 mts)",130,"Grande",-68.8210960284,-32.8679259002,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
"292",292,546,"Morera","08/03/2012 17:24","Muy bajo (1 - 2 mts)",4,"Chico",-68.8209250115,-32.867929494,4,"Cuarta Este <U+0041>rea Fundacional",1822015.85685,0
