"id","especie","altura","circ_tronco_cm","diametro_tronco","seccion","nombre_seccion","inclinacion_peligrosa"
26129,"Morera","Medio (4 - 8 mts)",130,"Grande",3,"Parque O'Higgins",0
42299,"Morera","Alto (> 8 mts)",120,"Grande",4,"Cuarta Oeste",0
37159,"Morera","Alto (> 8 mts)",165,"Grande",7,"Residencial Parque",0
9032,"Paraiso","Medio (4 - 8 mts)",75,"Grande",4,"Cuarta Oeste",0
1276,"Acacia SP","Bajo (2 - 4 mts)",40,"Mediano",8,"Aeroparque",0
34636,"Morera","Alto (> 8 mts)",116,"Grande",6,"Residencial Norte",0
18810,"Morera","Alto (> 8 mts)",120,"Grande",4,"Cuarta Oeste",0
26017,"Morera","Medio (4 - 8 mts)",150,"Grande",3,"Parque O'Higgins",0
35293,"Morera","Medio (4 - 8 mts)",60,"Mediano",1,"Parque Central",0
35265,"Fresno americano","Medio (4 - 8 mts)",120,"Grande",1,"Parque Central",0
47327,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
28693,"Morera","Alto (> 8 mts)",160,"Grande",2,"Barrio Civico",0
31345,"Morera","Muy bajo (1 - 2 mts)",16,"Chico",6,"Residencial Norte",0
26616,"Pltano","Alto (> 8 mts)",180,"Grande",3,"Parque O'Higgins",0
39556,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
8691,"Morera","Alto (> 8 mts)",110,"Grande",2,"Barrio Civico",0
23867,"Morera","Alto (> 8 mts)",180,"Grande",2,"Barrio Civico",0
3532,"Paraiso","Medio (4 - 8 mts)",100,"Grande",4,"Cuarta Oeste",0
6552,"Fresno europeo","Alto (> 8 mts)",94,"Grande",5,"Residencial Sur",0
46404,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Oeste",0
36234,"Fresno europeo","Medio (4 - 8 mts)",76,"Grande",6,"Residencial Norte",0
7335,"Fresno europeo","Medio (4 - 8 mts)",80,"Grande",5,"Residencial Sur",0
26063,"Morera","Medio (4 - 8 mts)",170,"Grande",3,"Parque O'Higgins",0
28358,"Fresno europeo","Bajo (2 - 4 mts)",33,"Mediano",5,"Residencial Sur",0
1601,"Paraiso sombrilla","Bajo (2 - 4 mts)",66,"Grande",7,"Residencial Parque",0
23885,"Fresno americano","Medio (4 - 8 mts)",68,"Grande",2,"Barrio Civico",0
3439,"Morera","Bajo (2 - 4 mts)",50,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
31609,"Pltano","Alto (> 8 mts)",260,"Grande",5,"Residencial Sur",0
14897,"Paraiso","Bajo (2 - 4 mts)",22,"Mediano",8,"Aeroparque",0
34017,"Olmo bola","Bajo (2 - 4 mts)",50,"Mediano",5,"Residencial Sur",0
15430,"Perenne","Medio (4 - 8 mts)",180,"Grande",6,"Residencial Norte",0
36289,"Morera","Medio (4 - 8 mts)",160,"Grande",6,"Residencial Norte",0
29056,"Olmo comun","Alto (> 8 mts)",94,"Grande",1,"Parque Central",0
44008,"Pltano","Muy bajo (1 - 2 mts)",15,"Chico",3,"Parque O'Higgins",0
42702,"Morera","Alto (> 8 mts)",168,"Grande",4,"Cuarta Este 햨rea Fundacional",0
32079,"Morera","Alto (> 8 mts)",192,"Grande",5,"Residencial Sur",0
25371,"Prunas","Medio (4 - 8 mts)",92,"Grande",2,"Barrio Civico",0
4363,"Morera","Bajo (2 - 4 mts)",30,"Mediano",4,"Cuarta Oeste",0
20015,"Fresno americano","Medio (4 - 8 mts)",160,"Grande",4,"Cuarta Oeste",0
41005,"Pltano","Alto (> 8 mts)",176,"Grande",1,"Parque Central",0
14118,"Acacia SP","Medio (4 - 8 mts)",80,"Grande",8,"Aeroparque",0
29360,"Morera","Alto (> 8 mts)",104,"Grande",3,"Parque O'Higgins",0
13308,"Paraiso","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",0
17146,"Morera","Alto (> 8 mts)",175,"Grande",4,"Cuarta Oeste",0
23060,"Morera","Alto (> 8 mts)",92,"Grande",5,"Residencial Sur",0
30869,"Prunas","Muy bajo (1 - 2 mts)",20,"Chico",6,"Residencial Norte",0
5031,"Perenne","Medio (4 - 8 mts)",32,"Mediano",4,"Cuarta Oeste",0
22534,"Morera","Medio (4 - 8 mts)",85,"Grande",5,"Residencial Sur",0
29500,"Pltano","Alto (> 8 mts)",182,"Grande",2,"Barrio Civico",0
32764,"Morera","Medio (4 - 8 mts)",140,"Grande",5,"Residencial Sur",0
19012,"Pltano","Alto (> 8 mts)",160,"Grande",4,"Cuarta Oeste",0
33654,"Morera","Muy bajo (1 - 2 mts)",2,"Chico",5,"Residencial Sur",0
14956,"Paraiso sombrilla","Bajo (2 - 4 mts)",90,"Grande",8,"Aeroparque",0
18449,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
4453,"Morera","Alto (> 8 mts)",110,"Grande",4,"Cuarta Oeste",0
47811,"Morera","Alto (> 8 mts)",122,"Grande",4,"Cuarta Este 햨rea Fundacional",0
41332,"Pltano","Alto (> 8 mts)",128,"Grande",1,"Parque Central",0
40700,"Morera","Alto (> 8 mts)",160,"Grande",1,"Parque Central",0
46082,"Morera","Medio (4 - 8 mts)",60,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
12814,"Acer","Muy bajo (1 - 2 mts)",6,"Chico",4,"Cuarta Oeste",0
24000,"Morera","Alto (> 8 mts)",120,"Grande",2,"Barrio Civico",0
1255,"Acer","Medio (4 - 8 mts)",70,"Grande",8,"Aeroparque",0
3672,"Morera","Bajo (2 - 4 mts)",40,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
36316,"Fresno europeo","Medio (4 - 8 mts)",104,"Grande",6,"Residencial Norte",0
2569,"Fresno europeo","Alto (> 8 mts)",190,"Grande",3,"Parque O'Higgins",0
32568,"Pltano","Alto (> 8 mts)",79,"Grande",5,"Residencial Sur",0
14139,"Acer","Medio (4 - 8 mts)",110,"Grande",8,"Aeroparque",0
25766,"Paraiso","Alto (> 8 mts)",124,"Grande",2,"Barrio Civico",0
47688,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Este 햨rea Fundacional",0
21761,"Pltano","Alto (> 8 mts)",140,"Grande",5,"Residencial Sur",0
17246,"Morera","Alto (> 8 mts)",120,"Grande",4,"Cuarta Oeste",0
34725,"Morera","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",0
6217,"Fresno americano","Alto (> 8 mts)",168,"Grande",3,"Parque O'Higgins",0
16299,"Tipa","Medio (4 - 8 mts)",40,"Mediano",4,"Cuarta Oeste",0
32254,"Morera","Medio (4 - 8 mts)",110,"Grande",5,"Residencial Sur",0
46199,"Acer","Medio (4 - 8 mts)",100,"Grande",4,"Cuarta Este 햨rea Fundacional",0
14777,"Ailanthus","Medio (4 - 8 mts)",100,"Grande",8,"Aeroparque",0
5695,"Acer","Muy bajo (1 - 2 mts)",3,"Chico",1,"Parque Central",0
28800,"Fresno americano","Alto (> 8 mts)",145,"Grande",1,"Parque Central",0
40312,"Ailanthus","Medio (4 - 8 mts)",36,"Mediano",1,"Parque Central",0
11827,"Morera","Medio (4 - 8 mts)",144,"Grande",6,"Residencial Norte",0
5318,"Paraiso sombrilla","Bajo (2 - 4 mts)",40,"Mediano",1,"Parque Central",0
43720,"Acacia SP","Alto (> 8 mts)",80,"Grande",3,"Parque O'Higgins",0
4129,"Acer","Bajo (2 - 4 mts)",70,"Grande",4,"Cuarta Este 햨rea Fundacional",0
24745,"Morera","Alto (> 8 mts)",148,"Grande",2,"Barrio Civico",0
23960,"Fresno europeo","Alto (> 8 mts)",120,"Grande",2,"Barrio Civico",0
34800,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",0
19912,"Morera","Medio (4 - 8 mts)",102,"Grande",4,"Cuarta Oeste",0
34425,"Fresno europeo","Medio (4 - 8 mts)",96,"Grande",6,"Residencial Norte",0
48250,"Morera","Medio (4 - 8 mts)",42,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
27019,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",3,"Parque O'Higgins",0
36073,"Fresno europeo","Muy bajo (1 - 2 mts)",2,"Chico",6,"Residencial Norte",0
17520,"Paraiso","Alto (> 8 mts)",148,"Grande",4,"Cuarta Oeste",0
5381,"Acer","Medio (4 - 8 mts)",80,"Grande",1,"Parque Central",0
37343,"Pltano","Medio (4 - 8 mts)",90,"Grande",6,"Residencial Norte",0
1553,"Caducifolio","Bajo (2 - 4 mts)",26,"Mediano",7,"Residencial Parque",0
15913,"Aguaribay","Medio (4 - 8 mts)",66,"Grande",7,"Residencial Parque",0
10509,"Morera","Alto (> 8 mts)",114,"Grande",6,"Residencial Norte",0
31608,"Morera","Alto (> 8 mts)",115,"Grande",5,"Residencial Sur",0
10000,"Acer","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
24165,"Morera","Alto (> 8 mts)",107,"Grande",2,"Barrio Civico",0
15188,"Paraiso","Bajo (2 - 4 mts)",60,"Mediano",6,"Residencial Norte",0
39548,"Morera","Alto (> 8 mts)",140,"Grande",6,"Residencial Norte",0
39021,"Paraiso","Bajo (2 - 4 mts)",45,"Mediano",6,"Residencial Norte",0
29171,"Pltano","Alto (> 8 mts)",202,"Grande",2,"Barrio Civico",0
29491,"Pltano","Alto (> 8 mts)",166,"Grande",2,"Barrio Civico",0
6564,"Braquiquito","Alto (> 8 mts)",57,"Mediano",5,"Residencial Sur",0
34564,"Morera","Medio (4 - 8 mts)",160,"Grande",6,"Residencial Norte",0
19934,"Fresno europeo","Alto (> 8 mts)",152,"Grande",4,"Cuarta Oeste",0
17730,"Paraiso","Medio (4 - 8 mts)",110,"Grande",4,"Cuarta Oeste",0
351,"Morera","Medio (4 - 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
1784,"Tilo","Bajo (2 - 4 mts)",25,"Mediano",7,"Residencial Parque",0
45538,"Fresno europeo","Medio (4 - 8 mts)",190,"Grande",4,"Cuarta Este 햨rea Fundacional",0
45141,"Fresno europeo","Alto (> 8 mts)",145,"Grande",4,"Cuarta Este 햨rea Fundacional",0
15828,"Paraiso","Bajo (2 - 4 mts)",38,"Mediano",7,"Residencial Parque",0
14762,"Fresno europeo","Muy bajo (1 - 2 mts)",12,"Chico",8,"Aeroparque",0
42851,"Acacia SP","Medio (4 - 8 mts)",70,"Grande",4,"Cuarta Este 햨rea Fundacional",0
771,"Aguaribay","Alto (> 8 mts)",125,"Grande",8,"Aeroparque",0
26091,"Morera","Medio (4 - 8 mts)",130,"Grande",3,"Parque O'Higgins",0
14241,"Acer","Bajo (2 - 4 mts)",35,"Mediano",8,"Aeroparque",0
2797,"Paraiso","Medio (4 - 8 mts)",85,"Grande",3,"Parque O'Higgins",0
3086,"Morera","Muy bajo (1 - 2 mts)",6,"Chico",4,"Cuarta Este 햨rea Fundacional",0
16053,"Paraiso","Medio (4 - 8 mts)",85,"Grande",6,"Residencial Norte",0
7430,"Fresno europeo","Alto (> 8 mts)",76,"Grande",5,"Residencial Sur",0
29736,"Pltano","Alto (> 8 mts)",220,"Grande",2,"Barrio Civico",0
31518,"Fresno europeo","Alto (> 8 mts)",95,"Grande",5,"Residencial Sur",0
22262,"Fresno europeo","Medio (4 - 8 mts)",93,"Grande",5,"Residencial Sur",0
30200,"Fresno europeo","Alto (> 8 mts)",200,"Grande",3,"Parque O'Higgins",0
22760,"Morera","Bajo (2 - 4 mts)",22,"Mediano",2,"Barrio Civico",0
42978,"Pltano","Alto (> 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
45074,"Morera","Medio (4 - 8 mts)",130,"Grande",4,"Cuarta Este 햨rea Fundacional",0
26723,"Morera","Medio (4 - 8 mts)",110,"Grande",3,"Parque O'Higgins",0
31966,"Fresno europeo","Medio (4 - 8 mts)",130,"Grande",7,"Residencial Parque",0
40689,"Morera","Alto (> 8 mts)",180,"Grande",1,"Parque Central",0
29168,"Pltano","Alto (> 8 mts)",176,"Grande",2,"Barrio Civico",0
42825,"Morera","Medio (4 - 8 mts)",86,"Grande",4,"Cuarta Este 햨rea Fundacional",0
136,"Morera","Bajo (2 - 4 mts)",24,"Mediano",6,"Residencial Norte",0
31435,"Fresno europeo","Medio (4 - 8 mts)",106,"Grande",1,"Parque Central",0
46628,"Olmo bola","Alto (> 8 mts)",190,"Grande",4,"Cuarta Este 햨rea Fundacional",0
998,"Morera","Medio (4 - 8 mts)",60,"Mediano",1,"Parque Central",0
21454,"Morera","Alto (> 8 mts)",180,"Grande",5,"Residencial Sur",0
40606,"Pltano","Alto (> 8 mts)",225,"Grande",1,"Parque Central",0
42007,"Fresno europeo","Alto (> 8 mts)",123,"Grande",1,"Parque Central",0
32731,"Morera","Medio (4 - 8 mts)",80,"Grande",5,"Residencial Sur",0
39054,"Paraiso","Alto (> 8 mts)",210,"Grande",6,"Residencial Norte",0
42687,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Este 햨rea Fundacional",0
31722,"Morera","Alto (> 8 mts)",96,"Grande",5,"Residencial Sur",0
37712,"Morera","Bajo (2 - 4 mts)",38,"Mediano",6,"Residencial Norte",0
10783,"Olmo bola","Medio (4 - 8 mts)",120,"Grande",6,"Residencial Norte",0
2429,"Morera","Bajo (2 - 4 mts)",36,"Mediano",3,"Parque O'Higgins",0
20315,"Jacarand","Medio (4 - 8 mts)",38,"Mediano",5,"Residencial Sur",0
13930,"Jacarand","Alto (> 8 mts)",78,"Grande",8,"Aeroparque",0
18695,"Morera","Alto (> 8 mts)",155,"Grande",4,"Cuarta Oeste",0
5734,"Morera","Bajo (2 - 4 mts)",15,"Chico",1,"Parque Central",0
19547,"Fresno americano","Medio (4 - 8 mts)",60,"Mediano",4,"Cuarta Oeste",0
9638,"Fresno americano","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
39471,"Paraiso","Alto (> 8 mts)",85,"Grande",6,"Residencial Norte",0
19256,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Oeste",0
6220,"Pltano","Alto (> 8 mts)",52,"Mediano",3,"Parque O'Higgins",0
11014,"Pltano","Alto (> 8 mts)",185,"Grande",7,"Residencial Parque",0
14042,"Acacia SP","Medio (4 - 8 mts)",70,"Grande",8,"Aeroparque",0
13832,"Fresno europeo","Muy bajo (1 - 2 mts)",5,"Chico",6,"Residencial Norte",0
1356,"Paraiso sombrilla","Bajo (2 - 4 mts)",55,"Mediano",8,"Aeroparque",0
6281,"Morera","Alto (> 8 mts)",93,"Grande",1,"Parque Central",0
20700,"Paraiso","Bajo (2 - 4 mts)",94,"Grande",5,"Residencial Sur",0
45079,"Fresno europeo","Alto (> 8 mts)",155,"Grande",4,"Cuarta Este 햨rea Fundacional",0
3534,"Paraiso","Alto (> 8 mts)",125,"Grande",4,"Cuarta Oeste",0
48248,"Morera","Medio (4 - 8 mts)",135,"Grande",4,"Cuarta Este 햨rea Fundacional",0
33247,"Pltano","Alto (> 8 mts)",190,"Grande",5,"Residencial Sur",0
9315,"Morera","Medio (4 - 8 mts)",92,"Grande",4,"Cuarta Oeste",0
2771,"Prunas","Bajo (2 - 4 mts)",64,"Grande",3,"Parque O'Higgins",0
27909,"Fresno europeo","Alto (> 8 mts)",152,"Grande",2,"Barrio Civico",0
18272,"Fresno europeo","Medio (4 - 8 mts)",30,"Mediano",4,"Cuarta Oeste",0
10572,"Fresno europeo","Muy bajo (1 - 2 mts)",3,"Chico",6,"Residencial Norte",0
26560,"Pltano","Alto (> 8 mts)",190,"Grande",3,"Parque O'Higgins",0
27898,"Pltano","Alto (> 8 mts)",180,"Grande",2,"Barrio Civico",0
16507,"Morera","Alto (> 8 mts)",200,"Grande",4,"Cuarta Oeste",0
13291,"Acer","Medio (4 - 8 mts)",72,"Grande",6,"Residencial Norte",0
12676,"Fresno americano","Medio (4 - 8 mts)",90,"Grande",4,"Cuarta Oeste",0
11628,"Morera","Alto (> 8 mts)",60,"Mediano",6,"Residencial Norte",0
15027,"Acer","Muy bajo (1 - 2 mts)",10,"Chico",8,"Aeroparque",0
33448,"Pltano","Alto (> 8 mts)",185,"Grande",5,"Residencial Sur",0
38674,"Fresno europeo","Alto (> 8 mts)",130,"Grande",6,"Residencial Norte",0
22467,"Morera","Alto (> 8 mts)",162,"Grande",5,"Residencial Sur",0
9575,"Paraiso sombrilla","Bajo (2 - 4 mts)",80,"Grande",6,"Residencial Norte",0
47126,"Fresno americano","Medio (4 - 8 mts)",115,"Grande",4,"Cuarta Este 햨rea Fundacional",0
38531,"Paraiso","Medio (4 - 8 mts)",180,"Grande",6,"Residencial Norte",0
46466,"Fresno europeo","Medio (4 - 8 mts)",80,"Grande",4,"Cuarta Oeste",0
12663,"Fresno americano","Bajo (2 - 4 mts)",40,"Mediano",4,"Cuarta Oeste",0
40944,"Pltano","Alto (> 8 mts)",98,"Grande",1,"Parque Central",0
25237,"Morera","Alto (> 8 mts)",153,"Grande",2,"Barrio Civico",0
23694,"Fresno europeo","Medio (4 - 8 mts)",78,"Grande",2,"Barrio Civico",0
23314,"Fresno europeo","Medio (4 - 8 mts)",85,"Grande",2,"Barrio Civico",0
1897,"Acacia SP","Muy bajo (1 - 2 mts)",2,"Chico",6,"Residencial Norte",0
30101,"Pltano","Alto (> 8 mts)",180,"Grande",3,"Parque O'Higgins",0
22307,"Fresno europeo","Alto (> 8 mts)",105,"Grande",5,"Residencial Sur",0
17556,"Morera","Alto (> 8 mts)",200,"Grande",4,"Cuarta Oeste",0
31022,"Fresno europeo","Medio (4 - 8 mts)",110,"Grande",6,"Residencial Norte",0
12704,"Morera","Bajo (2 - 4 mts)",34,"Mediano",4,"Cuarta Oeste",0
35845,"Morera","Alto (> 8 mts)",128,"Grande",6,"Residencial Norte",0
12993,"Morera","Alto (> 8 mts)",150,"Grande",4,"Cuarta Oeste",0
41858,"Conifera","Alto (> 8 mts)",65,"Grande",1,"Parque Central",0
21897,"Acacia SP","Medio (4 - 8 mts)",107,"Grande",5,"Residencial Sur",0
37997,"Morera","Medio (4 - 8 mts)",130,"Grande",6,"Residencial Norte",0
15032,"Paraiso","Bajo (2 - 4 mts)",52,"Mediano",8,"Aeroparque",0
9733,"Fresno europeo","Medio (4 - 8 mts)",90,"Grande",4,"Cuarta Oeste",0
9669,"Fresno europeo","Medio (4 - 8 mts)",70,"Grande",6,"Residencial Norte",0
14066,"Paraiso","Bajo (2 - 4 mts)",25,"Mediano",8,"Aeroparque",0
44146,"Fresno europeo","Alto (> 8 mts)",166,"Grande",1,"Parque Central",0
20435,"lamo criollo","Alto (> 8 mts)",175,"Grande",5,"Residencial Sur",0
34545,"Morera","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",0
11263,"Fresno europeo","Alto (> 8 mts)",73,"Grande",2,"Barrio Civico",0
1983,"Morera","Bajo (2 - 4 mts)",30,"Mediano",5,"Residencial Sur",0
28287,"Morera","Alto (> 8 mts)",158,"Grande",5,"Residencial Sur",0
16822,"Morera","Alto (> 8 mts)",110,"Grande",4,"Cuarta Oeste",0
954,"Prunas","Muy bajo (1 - 2 mts)",4,"Chico",6,"Residencial Norte",0
42658,"Paraiso sombrilla","Medio (4 - 8 mts)",130,"Grande",4,"Cuarta Este 햨rea Fundacional",0
20374,"Fresno europeo","Medio (4 - 8 mts)",83,"Grande",5,"Residencial Sur",0
13760,"Morera","Alto (> 8 mts)",120,"Grande",6,"Residencial Norte",0
137,"Morera","Medio (4 - 8 mts)",80,"Grande",6,"Residencial Norte",0
40373,"Pltano","Alto (> 8 mts)",160,"Grande",1,"Parque Central",0
8431,"Fresno americano","Medio (4 - 8 mts)",32,"Mediano",2,"Barrio Civico",0
27095,"Fresno europeo","Medio (4 - 8 mts)",45,"Mediano",3,"Parque O'Higgins",0
21277,"Morera","Alto (> 8 mts)",123,"Grande",5,"Residencial Sur",0
31508,"Fresno europeo","Medio (4 - 8 mts)",120,"Grande",5,"Residencial Sur",0
40703,"Morera","Alto (> 8 mts)",212,"Grande",1,"Parque Central",0
5645,"Pltano","Bajo (2 - 4 mts)",22,"Mediano",1,"Parque Central",0
1572,"Paraiso sombrilla","Medio (4 - 8 mts)",80,"Grande",7,"Residencial Parque",0
14399,"Morera","Bajo (2 - 4 mts)",46,"Mediano",8,"Aeroparque",0
22183,"Morera","Bajo (2 - 4 mts)",14,"Chico",5,"Residencial Sur",0
26279,"Pltano","Alto (> 8 mts)",185,"Grande",3,"Parque O'Higgins",0
9074,"Prunas","Muy bajo (1 - 2 mts)",10,"Chico",6,"Residencial Norte",0
11436,"Ailanthus","Alto (> 8 mts)",198,"Grande",2,"Barrio Civico",0
5690,"lamo criollo","Alto (> 8 mts)",95,"Grande",1,"Parque Central",0
42181,"Morera","Alto (> 8 mts)",146,"Grande",1,"Parque Central",0
37329,"Olmo bola","Alto (> 8 mts)",90,"Grande",6,"Residencial Norte",0
45685,"Morera","Alto (> 8 mts)",166,"Grande",4,"Cuarta Este 햨rea Fundacional",0
22157,"Fresno europeo","Medio (4 - 8 mts)",44,"Mediano",5,"Residencial Sur",0
8404,"Liquidambar","Muy bajo (1 - 2 mts)",6,"Chico",2,"Barrio Civico",0
9335,"Acer","Medio (4 - 8 mts)",154,"Grande",4,"Cuarta Oeste",0
42459,"Acacia SP","Alto (> 8 mts)",150,"Grande",4,"Cuarta Este 햨rea Fundacional",0
41279,"Morera","Alto (> 8 mts)",133,"Grande",1,"Parque Central",0
31932,"Morera","Medio (4 - 8 mts)",120,"Grande",5,"Residencial Sur",0
41209,"Pltano","Alto (> 8 mts)",196,"Grande",1,"Parque Central",0
11324,"Fresno americano","Bajo (2 - 4 mts)",30,"Mediano",2,"Barrio Civico",0
9399,"Fresno americano","Medio (4 - 8 mts)",55,"Mediano",6,"Residencial Norte",0
36199,"Fresno europeo","Alto (> 8 mts)",95,"Grande",6,"Residencial Norte",0
5308,"Acacia SP","Muy bajo (1 - 2 mts)",22,"Mediano",1,"Parque Central",0
39131,"Morera","Medio (4 - 8 mts)",124,"Grande",6,"Residencial Norte",0
35409,"Morera","Medio (4 - 8 mts)",70,"Grande",5,"Residencial Sur",0
8665,"Paraiso","Alto (> 8 mts)",86,"Grande",2,"Barrio Civico",0
36326,"Morera","Medio (4 - 8 mts)",130,"Grande",6,"Residencial Norte",0
30245,"Morera","Medio (4 - 8 mts)",25,"Mediano",2,"Barrio Civico",0
12,"Morera","Medio (4 - 8 mts)",100,"Grande",5,"Residencial Sur",0
35764,"Morera","Medio (4 - 8 mts)",180,"Grande",6,"Residencial Norte",0
13964,"Paraiso sombrilla","Muy bajo (1 - 2 mts)",15,"Chico",8,"Aeroparque",0
14471,"Paraiso","Medio (4 - 8 mts)",80,"Grande",8,"Aeroparque",0
42453,"Morera","Alto (> 8 mts)",78,"Grande",4,"Cuarta Este 햨rea Fundacional",0
419,"Paraiso sombrilla","Medio (4 - 8 mts)",120,"Grande",4,"Cuarta Este 햨rea Fundacional",0
46333,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Este 햨rea Fundacional",0
46705,"Morera","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
7802,"Fresno europeo","Medio (4 - 8 mts)",120,"Grande",5,"Residencial Sur",0
8645,"Morera","Alto (> 8 mts)",59,"Mediano",2,"Barrio Civico",0
44388,"Pltano","Alto (> 8 mts)",140,"Grande",3,"Parque O'Higgins",0
5822,"Paraiso","Medio (4 - 8 mts)",105,"Grande",1,"Parque Central",0
25571,"Caducifolio","Medio (4 - 8 mts)",102,"Grande",2,"Barrio Civico",0
11657,"Paraiso","Alto (> 8 mts)",190,"Grande",6,"Residencial Norte",0
5301,"Acer","Medio (4 - 8 mts)",130,"Grande",1,"Parque Central",0
27225,"Fresno europeo","Bajo (2 - 4 mts)",25,"Mediano",3,"Parque O'Higgins",0
31164,"Morera","Medio (4 - 8 mts)",84,"Grande",6,"Residencial Norte",0
5513,"Morera","Medio (4 - 8 mts)",52,"Mediano",1,"Parque Central",0
10113,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",6,"Residencial Norte",0
45181,"Fresno europeo","Medio (4 - 8 mts)",63,"Grande",4,"Cuarta Este 햨rea Fundacional",0
46697,"Morera","Alto (> 8 mts)",178,"Grande",4,"Cuarta Este 햨rea Fundacional",0
8919,"Morera","Medio (4 - 8 mts)",55,"Mediano",6,"Residencial Norte",0
11047,"Conifera","Muy bajo (1 - 2 mts)",30,"Mediano",7,"Residencial Parque",0
47480,"Olmo bola","Medio (4 - 8 mts)",146,"Grande",4,"Cuarta Este 햨rea Fundacional",0
16116,"Olmo comun","Alto (> 8 mts)",148,"Grande",6,"Residencial Norte",0
27215,"Pltano","Alto (> 8 mts)",150,"Grande",3,"Parque O'Higgins",0
47996,"Morera","Alto (> 8 mts)",200,"Grande",4,"Cuarta Este 햨rea Fundacional",0
4932,"Jacarand","Medio (4 - 8 mts)",40,"Mediano",4,"Cuarta Oeste",0
27212,"Pltano","Muy bajo (1 - 2 mts)",8,"Chico",3,"Parque O'Higgins",0
13779,"Fresno europeo","Muy bajo (1 - 2 mts)",6,"Chico",6,"Residencial Norte",0
10405,"Pltano","Bajo (2 - 4 mts)",23,"Mediano",6,"Residencial Norte",0
34792,"Morera","Muy bajo (1 - 2 mts)",5,"Chico",6,"Residencial Norte",0
47916,"Fresno europeo","Bajo (2 - 4 mts)",32,"Mediano",4,"Cuarta Este 햨rea Fundacional",0
32291,"Morera","Muy bajo (1 - 2 mts)",8,"Chico",5,"Residencial Sur",0
28491,"Morera","Alto (> 8 mts)",160,"Grande",2,"Barrio Civico",0
45139,"Paraiso","Medio (4 - 8 mts)",61,"Grande",4,"Cuarta Este 햨rea Fundacional",0
32943,"Morera","Alto (> 8 mts)",163,"Grande",5,"Residencial Sur",0
45191,"Fresno europeo","Alto (> 8 mts)",180,"Grande",4,"Cuarta Este 햨rea Fundacional",0
31614,"Fresno americano","Medio (4 - 8 mts)",55,"Mediano",5,"Residencial Sur",0
20694,"Morera","Alto (> 8 mts)",140,"Grande",5,"Residencial Sur",0
15459,"Fresno europeo","Bajo (2 - 4 mts)",30,"Mediano",7,"Residencial Parque",0
11399,"Morera","Alto (> 8 mts)",104,"Grande",2,"Barrio Civico",0
34142,"Paraiso","Alto (> 8 mts)",150,"Grande",6,"Residencial Norte",0
5628,"Pltano","Medio (4 - 8 mts)",32,"Mediano",1,"Parque Central",0
394,"Morera","Alto (> 8 mts)",160,"Grande",4,"Cuarta Este 햨rea Fundacional",0
32270,"Pltano","Alto (> 8 mts)",165,"Grande",5,"Residencial Sur",0
41870,"Conifera","Alto (> 8 mts)",72,"Grande",1,"Parque Central",0
11794,"Paraiso","Alto (> 8 mts)",146,"Grande",6,"Residencial Norte",0
22517,"Fresno europeo","Bajo (2 - 4 mts)",35,"Mediano",5,"Residencial Sur",0
28988,"Pltano","Alto (> 8 mts)",210,"Grande",1,"Parque Central",0
36498,"Morera","Alto (> 8 mts)",180,"Grande",6,"Residencial Norte",0
